16 (6).jpg,pushup_down,229.10725,222.81326,-226.15632,231.26859,220.89825,-244.4363,233.39208,220.16157,-244.45548,235.39243,219.14905,-244.52147,224.79525,220.37554,-243.43367,222.23945,219.38667,-243.50747,219.58055,218.25179,-243.56327,238.58305,210.15092,-250.41405,213.20554,209.80104,-247.40672,232.49283,219.56265,-219.284,224.41303,218.60885,-218.3347,257.35865,184.62677,-218.88258,189.52863,184.0311,-206.31034,304.3627,166.33329,-149.31289,144.34479,165.2823,-140.14628,311.14004,208.18347,-114.74349,142.70302,212.64211,-120.69286,322.96683,216.0867,-128.95432,137.05655,222.43867,-133.20798,313.53392,220.42982,-133.98066,145.41465,222.93039,-142.08697,306.42399,216.43177,-115.02025,149.78333,219.47446,-123.31205,233.93859,140.50047,3.43244,201.75331,139.88369,-3.49814,225.86917,132.86181,201.71235,191.87589,137.04185,198.04936,215.95775,128.62139,403.68771,194.42024,127.40607,404.10069,213.51548,118.71567,428.79073,190.14693,119.71616,428.97158,211.94887,147.9762,448.50561,183.9033,145.20098,446.42569
16 (7).jpg,pushup_down,229.9841,221.02861,-207.04223,231.53304,219.26419,-227.43846,233.39076,218.51398,-227.44991,235.32417,217.50491,-227.50687,225.89942,219.23211,-226.61423,223.64445,218.5919,-226.67453,221.04005,217.46325,-226.71658,239.1517,208.44327,-244.598,213.95853,208.61635,-242.16523,232.82375,217.84055,-203.90929,225.87873,217.2871,-203.1873,258.61918,182.94886,-217.9083,189.01021,182.95538,-206.98101,304.60623,165.73274,-154.36186,143.00872,165.28414,-140.11685,311.67362,207.49972,-130.32932,142.62899,210.16763,-122.98769,322.84145,215.41338,-148.11354,137.04663,220.45963,-138.18041,314.56316,219.9896,-155.06866,144.74654,221.11403,-147.07421,308.32417,216.19712,-131.91731,149.60992,217.00739,-125.79971,232.85511,138.75735,3.02043,200.81188,139.15007,-3.06033,237.53442,131.11693,212.45667,190.21974,136.35531,207.55793,244.27845,125.22423,416.61466,189.85905,125.38153,416.87948,245.24605,118.4126,441.88364,182.00769,123.10658,442.18054,244.71013,144.74811,456.07049,176.05589,146.54822,456.57017
16 (8).jpg,pushup_down,229.21347,192.24329,-289.38928,232.90447,186.90928,-299.20777,235.52468,185.91818,-299.19961,237.93264,184.222,-299.25799,224.4076,186.83835,-299.08232,221.3578,185.75605,-299.15227,218.57193,184.65845,-299.18217,241.3183,176.91796,-273.95398,212.40969,176.13532,-274.70871,233.42225,190.65476,-272.86999,224.07087,191.26315,-273.1585,264.42341,162.62109,-223.22558,192.98966,166.12414,-217.77845,308.42951,165.0772,-164.01807,140.3765,165.52696,-162.62602,312.01603,207.34663,-138.40931,143.31291,211.72544,-148.73415,321.86983,215.34758,-153.16367,137.26417,222.15423,-162.85836,313.44291,218.92911,-157.32293,146.77937,222.4087,-169.56508,307.69903,215.29298,-138.67074,150.503,218.64859,-150.72455,239.92016,130.60979,-0.01149,206.26897,128.98413,-0.11725,243.45101,134.77391,173.25411,206.32461,129.20485,176.73446,244.57849,120.30194,361.33529,200.74177,122.88324,362.57353,242.97301,114.56605,384.61043,200.30841,119.56096,385.64711,243.23784,137.25845,397.61658,195.85417,136.78622,396.80698
2 (10).jpg,pushup_down,184.29853,123.08483,-90.32571,187.52722,125.3969,-102.83739,189.61866,124.99987,-102.8176,191.78501,124.47201,-102.81439,182.14596,124.83437,-103.1431,180.3525,123.97629,-103.14953,178.3951,122.77891,-103.17348,194.38004,118.91929,-119.63656,173.249,116.73576,-122.13487,187.04733,117.83622,-91.31402,180.46877,116.58521,-92.09993,208.17215,94.19104,-99.85468,157.18714,94.76415,-105.43128,237.7858,113.94103,-69.16689,124.60966,106.79536,-63.61698,229.87583,144.67562,-67.20202,134.78862,140.26726,-39.41486,231.21412,151.69869,-81.08862,134.15659,148.81117,-50.91093,225.63898,152.65336,-88.58301,139.69355,149.46181,-58.23535,223.69461,149.85556,-70.46077,141.36856,146.29788,-42.21591,184.98169,48.22959,1.50227,162.08731,54.74055,-1.59048,196.74965,69.85897,125.39364,157.68527,73.36969,123.25245,196.6662,66.3708,266.05438,159.82557,76.24162,262.23797,195.33785,63.39334,281.45535,160.13506,74.7768,277.33377,199.88438,79.64057,279.0295,163.97438,86.85649,275.50274
2 (6).jpg,pushup_down,183.16521,129.64972,-113.79231,186.26314,131.29419,-123.13746,188.08607,131.08413,-123.13421,189.95789,130.69882,-123.15061,180.92815,130.14407,-123.18091,178.98619,129.2915,-123.18707,177.02389,128.52536,-123.21686,192.42777,125.2664,-126.68948,171.16636,124.11555,-127.7455,185.01696,126.52605,-110.35129,178.72147,124.33275,-110.65034,205.81804,102.98714,-101.61111,154.17381,100.54448,-108.28246,232.48512,121.90382,-69.34077,121.2606,115.82283,-80.98989,222.52846,152.59276,-77.53846,130.28882,150.6525,-82.32609,224.38465,159.86409,-92.01666,127.45135,158.64301,-96.39564,218.96002,160.69665,-99.22566,134.58255,158.1076,-102.59472,216.47202,157.6028,-80.58128,137.78069,155.29906,-85.18383,184.36436,69.36334,4.29265,160.76492,73.63722,-4.39695,190.78684,82.01717,119.87571,151.58182,86.32193,117.19971,188.49043,72.68842,251.83762,152.08662,83.78916,244.68723,186.89215,69.24074,267.03222,152.61633,81.38108,259.00126,190.03115,82.45867,271.22181,152.75751,92.99709,261.03052
2 (9).jpg,pushup_down,182.5038,134.00385,-114.75737,185.19978,135.4751,-123.81264,187.19065,135.22555,-123.80607,189.20561,134.78063,-123.81338,180.10218,134.41904,-124.78938,178.31875,133.43442,-124.79923,176.39778,132.02738,-124.83685,192.92295,128.73483,-125.87742,173.11401,125.34482,-130.62129,185.74453,129.96278,-110.47943,179.4486,127.11511,-111.84232,209.62496,104.57776,-99.35152,158.73833,97.76017,-111.24209,240.62754,119.93893,-64.15147,125.29385,113.41124,-75.39366,230.31914,150.92455,-68.53255,135.47865,148.02356,-61.58545,231.48701,158.2977,-83.0228,133.90009,155.85051,-73.72372,225.04639,158.55606,-90.08792,140.22116,155.51149,-80.61764,222.8079,155.42574,-71.56462,141.99118,152.52933,-64.07481,191.64495,64.9636,2.68105,167.28838,65.55879,-2.78234,200.84406,75.28003,128.18262,162.43446,79.27538,129.27011,206.25238,66.91869,270.07666,169.49903,77.79213,268.59005,205.40894,63.93675,286.46606,170.77858,75.14791,284.16712,208.9316,78.4598,291.34253,171.92457,88.9544,287.51331
561-1-3-27-Z19_A-0000006.jpg,pushup_down,1300.78571,696.47786,-624.93141,1315.05169,685.42167,-614.48072,1316.56803,682.88569,-614.48341,1318.04935,680.27794,-614.71418,1311.99532,686.38636,-672.20318,1311.32469,684.74974,-672.34806,1310.53539,682.88254,-672.42737,1310.76885,654.56549,-482.43765,1300.80482,659.09993,-741.74183,1288.00781,687.34488,-558.15371,1285.05592,688.39866,-633.57702,1266.47198,588.92587,-234.10689,1187.85152,632.5084,-725.27927,1223.26252,578.04188,159.56778,1048.81405,645.0146,-670.30123,1247.67002,650.65709,342.4928,1084.842,754.75199,-574.31334,1264.54491,660.87984,354.28216,1099.35162,774.03325,-644.76173,1254.77554,672.19347,302.2891,1119.73125,767.54284,-656.04481,1243.10898,670.29536,324.7306,1115.44727,760.40812,-578.32706,1060.76351,543.94999,159.20813,1003.20545,572.33521,-159.32144,974.66423,574.62316,637.62949,900.02438,578.40835,319.72581,872.98267,562.18622,1164.81205,824.29058,574.14325,826.38559,851.48878,544.79824,1223.55732,810.24445,560.68382,883.75883,863.83089,625.1552,1223.62907,815.57247,643.18763,840.90797
562-1-3-27-Z51_E-0000006.jpg,pushup_down,1091.89156,626.19354,423.50687,1104.3568,615.98288,447.48685,1104.30897,613.46931,447.44848,1104.19544,610.97891,447.49317,1105.7151,616.8608,395.89725,1106.55499,614.7793,395.81574,1107.42016,612.75084,395.73252,1102.86507,591.5203,530.19253,1104.31274,586.21448,295.83149,1075.85781,616.21289,456.94324,1077.22549,616.55767,388.10726,1018.34747,549.89008,561.30272,1049.90845,567.90757,125.58819,1032.12994,541.15614,632.20459,1088.4613,602.08739,-96.28821,1042.75291,516.40471,590.60085,1131.29414,622.91772,-211.5033,1039.11324,501.68553,575.58998,1137.67136,626.38447,-269.67072,1049.36874,496.18492,559.67978,1140.45376,626.87164,-258.13405,1050.18208,507.28975,579.28379,1137.03255,623.33628,-207.80019,802.09929,550.98377,157.71512,823.20225,557.88276,-157.58626,643.66528,660.34799,12.97652,659.52702,668.28152,-280.42176,468.80719,729.19159,-69.1414,466.31164,737.14848,-409.509,440.63058,726.36857,-88.18527,438.18675,734.2291,-433.56872,481.04771,800.1752,-234.34939,479.6959,811.5763,-609.40001
562-1-3-27-Z7_C-0000006.jpg,pushup_down,757.25441,708.3122,29.06285,744.59021,698.29138,-7.04612,743.91815,696.46377,-7.11306,743.04737,694.58948,-7.13827,745.12281,698.07734,44.6288,744.92655,696.14911,44.62876,744.59908,694.10179,44.59749,749.05369,677.9544,-101.70097,750.43447,676.88001,128.77443,770.51027,705.22352,1.12937,771.10588,705.07958,67.85034,809.64409,670.89905,-226.21844,842.98187,631.98659,277.99962,900.38761,658.56332,-454.86354,925.52176,619.75579,445.94696,883.85159,761.37526,-619.29674,921.0482,694.84968,566.56832,855.63555,773.53693,-674.69896,907.47305,704.64249,605.71918,849.28476,769.87578,-624.97725,898.46334,709.053,569.61679,857.48034,766.06516,-601.13308,906.26284,715.87596,553.90692,1057.90684,711.66198,-160.55626,1059.73824,683.13237,160.48933,1237.01912,718.11537,-138.82769,1224.29729,685.40113,179.16341,1406.80733,697.34851,-99.96818,1381.44756,673.26199,233.68857,1438.10966,679.44084,-98.39148,1415.99384,661.14268,235.17321,1419.97776,757.09471,-185.8918,1404.40178,726.80483,166.9246
563-1-3-27-Z51_C-0000006.jpg,pushup_down,845.29152,657.81801,20.27439,831.49441,649.30847,-12.10878,831.51621,647.43438,-12.18625,831.50208,645.40309,-12.20958,831.51541,649.14863,38.15128,831.46597,647.42711,38.16822,831.27394,645.65054,38.13488,840.9605,629.31943,-93.25996,839.16893,631.4353,128.95171,861.58527,651.72124,-4.89122,861.69136,652.71252,59.80476,906.44869,616.10558,-230.65012,927.6293,607.08685,274.21844,978.61038,650.43545,-367.29366,998.41976,646.8173,369.02052,964.53106,756.10852,-403.69895,984.37752,723.66381,329.04828,959.43117,762.93489,-457.23378,973.41957,725.33494,340.52588,950.3813,752.50408,-429.55693,968.34274,723.4741,294.5228,954.59604,748.64318,-392.62402,972.22069,724.11507,306.79238,1130.4903,622.95319,-157.73782,1135.73421,622.23614,157.84109,1318.79562,673.84798,-182.99024,1297.79469,666.66505,163.00615,1487.84523,689.9357,-181.83947,1463.24226,677.81143,189.04788,1526.13911,674.97097,-185.48759,1480.88871,671.29269,187.38044,1498.11813,735.95655,-291.59869,1478.29285,728.48625,118.56628
